aX,aY,aZ,gX,gY,gZ
0,2,-0.33,-25.4,84.51,250.13
-1.18,2,0.1,-76.98,104.85,250.13
-0.23,2,-0.25,-92.27,144.87,250.13
-0.61,1.39,-0.68,-75.98,250.13,250.13
-2,0.56,-0.5,-53.14,142.3,206.5
-2,-0.01,-0.18,-31.89,-59.15,118.78
-1.2,0.01,0.15,-41.69,-62.29,38.28
-1.36,0.11,0.08,-40.4,-32.73,-10.57
-2,-0.41,-0.07,-34.88,-79.95,-59.16
-1.14,-0.28,-0.17,-60.08,-144.4,-129.12
-0.43,0.05,-0.03,-51.47,-134.61,-199.55
-0.13,0.79,-0.44,-39.45,-58.33,-250.14
-0.53,2,-0.72,-6.69,-47.91,-250.14
-1.38,2,-0.37,-18.47,-36.6,-250.14
-0.37,2,-0.56,33.76,16.31,-250.14
-0.33,2,-0.59,63.12,-56.02,-250.14
0.02,2,-0.17,73.45,-140.69,-250.14
0.81,1.48,-0.17,69.95,-178.92,-242.66
1.97,0.25,-0.43,31.82,-132.06,-104.99
2,-0.96,-0.05,-25.29,-62.78,39.86
2,-0.32,-0.28,-76.28,146.19,43.7
1.71,-0.2,-0.43,-14.24,250.13,69.91
-1.03,0.19,-0.3,41.42,192.27,135.08
-1.3,0.84,-0.11,18.24,70.98,155.5
-2,0.82,-0.81,91.32,-33.02,55.49
-1.61,1.26,-1.74,-77.9,128.88,-100.41
1.21,1.12,2,-34.15,-164.06,53.98
2,2,2,57.48,-138.15,-132.43
2,0.74,-1.66,14.45,67.56,250.13
-0.2,2,-0.31,22.95,-25.26,250.13
0.48,2,0.01,-18,73.73,250.13
-1.18,2,0.31,-75.27,128.83,250.13
-0.26,2,-0.17,-94.37,154.83,250.13
-0.76,1.12,-0.58,-91.47,197.25,250.13
-2,0.67,-0.37,-59.11,112.37,228.68
-2,0.37,0.16,-37.21,-8.5,143.4
-1.43,0.2,-0.09,-46.18,-6.29,74.44
-0.71,0.2,0.33,-54.66,21.77,23.12
-2,-0.45,0.06,-45.82,5.65,-2.11
-1.95,-0.59,-0.58,-45.68,-125.17,-77.88
-0.72,-0.07,-0.33,-42.52,-162.8,-163.11
0.18,1.22,-0.89,-18.18,-162.98,-250.14
-0.74,2,-0.84,-0.44,-21.88,-250.14
-0.54,2,-0.1,-19.02,-4.93,-250.14
-0.35,2,-0.16,21.31,65.77,-250.14
-0.85,2,-0.4,93.46,-16.21,-250.14
0.04,2,-0.21,80.78,-166.57,-250.14
0.9,1.9,-0.15,50.8,-171.11,-250.14
1.93,0.35,-0.62,3.22,-211.27,-144.41
2,-0.87,-0.61,-18.73,-67.47,33.91
2,-1.02,-0.55,-75.28,121.01,26.5
2,0.01,-0.34,-31.47,250.13,51.65
-1.79,0.21,0.11,32.97,189.95,142.98
-2,0.66,-0.25,-0.08,-34.36,77.57
-2,1.19,-1.37,119.47,-100.55,-33.04
0.38,0.06,0.18,-130.82,231.93,-39.39
-2,2,-2,250.13,215.55,17.37
2,-2,-1.38,48.33,148.43,-81.6
0.8,2,-1.36,-44.93,63.57,250.13
0.6,2,-0.63,21.54,-45.61,250.13
-0.67,2,0.02,-24.42,27.2,250.13
-0.3,2,0.45,-70.94,94.5,250.13
-2,-0.31,-0.79,-7.28,24.2,75.87
-1.58,0.08,-0.73,-48.15,-250.14,-19
-0.13,0.08,1,-34.43,-101.22,-37.92
-2,-0.42,-0.51,-26.71,-91.69,-90.86
-0.43,0.13,-0.3,-81.4,-103.36,-161.16
0.14,0.39,0.05,-48.02,7.9,-244.69
-0.48,0.56,-0.43,15.12,58.55,-250.14
-1.2,2,-0.52,38.3,-33.47,-250.14
-1.8,2,-0.56,64.28,-137.98,-250.14
0.4,2,-0.88,51.16,-132.5,-250.14
0.11,2,-0.54,39.11,-42.94,-250.14
-0.15,2,-0.22,63.31,-115.68,-250.14
0.6,1.39,-0.22,43.8,-196.85,-186.71
1.74,0.69,-0.54,1.05,-230.37,-76.16
2,-0.61,-0.29,-15.74,-112.1,-22.91
2,-0.22,-0.39,-37.24,250.13,79.15
2,-0.29,-0.3,-28.91,250.13,50.73
-1.15,0.38,-0.12,4.6,216.69,135.22
-2,0.34,-0.5,79.27,128.74,101.65
-2,0.78,-1.54,87.84,-54.04,32.15
-1.21,1.63,-0.57,-226.71,39.89,13.26
2,0.48,-2,145.19,0.9,-89.35
2,1.74,-2,-6.42,92.6,229.97
-0.62,2,1.62,-23.24,44.69,250.13
1.25,2,-0.91,-35.97,97.81,250.13
-0.29,2,-0.72,-79.23,133.53,250.13
-1.72,2,-0.98,-84.52,21.72,250.13
-1.06,2,-0.58,-62.29,-50.18,250.13
-0.09,1.34,0.17,-46.08,55.7,250.13
-2,0.83,0.51,-32.79,157.55,187.93
-2,-0.03,-0.28,-28.85,49.37,69.15
-0.72,0.32,-0.14,-72.42,9.28,4.14
-0.82,0.05,0.55,-75.88,131.78,-30.64
-2,-0.61,-0.53,-28.48,-28.32,-71.16
-1.29,-0.25,-0.56,-40.27,-187.6,-89.97
-0.26,-0.11,-0.24,-33.19,-170.63,-171.07
-0.46,0.23,-0.51,-19.73,-104.13,-219.21
-0.53,1.17,-1.78,25.62,-72.76,-250.14
-1.51,2,0.17,37.34,-68.32,-250.14
-1.2,2,-0.52,15.95,17.72,-250.14
0.2,2,-0.6,53.82,3.39,-250.14
-0.67,2,-0.09,88.23,-118.42,-250.14
0.47,2,-0.29,95.45,-219.06,-250.14
1.48,1.54,-0.46,43.05,-176.46,-156.11
2,0.26,-0.59,-55.92,-165.24,-12.69
2,-1.52,0.12,-42.66,3.41,126.5
2,-0.61,0.1,-81.09,250.13,46.69
0.74,0.1,-0.78,9.72,250.13,66.5
-1.32,0.74,-0.06,10.83,213.29,147.85
-2,0.89,-0.41,17.92,91.57,75.81
-2,0.7,-2,140.36,-28.06,-33.05
-1.55,1.33,-1.05,-250.14,-44.35,-28.82
2,-1.1,2,107.2,-250.14,53.5
2,2,-2,-242.02,250.13,48.56
1.57,2,1.56,-78.44,178.58,250.13
-1.23,2,-0.46,-9.83,-18.56,250.13
1.46,2,-0.45,-39.21,65.85,250.13
-1.4,2,-0.12,-95.18,109.64,250.13
-0.92,2,-0.35,-90.46,196.35,250.13
-1.88,0.86,-0.48,-77.86,250.13,246.85
-2,0.06,-0.49,-46.4,101.28,105.12
-1.97,0.3,-0.85,-72.85,12.81,39.2
-0.74,0.02,0.55,-83.98,-11.1,24.08
-1.18,-0.13,0.12,-47.27,-44.23,-7.86
-1.56,-0.37,-0.24,-20.91,-127.02,-16.15
-0.56,-0.23,-0.4,-39.56,-156.74,-49.96
-0.59,-0.37,-0.15,-38.82,-117.74,-129.18
-0.59,0.23,-0.4,-30.44,-70.32,-179.47
-1.1,0.95,-2,16.09,-62.54,-246.9
-1.62,2,-0.28,45.93,-103.54,-250.14
-0.97,2,-0.79,33.18,-57.31,-250.14
0.34,2,-0.42,69.47,2.76,-250.14
0.1,2,-0.34,75.49,-130.54,-250.14
0.76,2,-0.55,81.09,-179.64,-250.14
1.75,1.44,-0.66,-3.47,-110.21,-169.52
2,-0.56,-0.41,-7.79,-142.49,1.19
2,-1.11,0.02,-43.5,102.56,79.51
2,-0.56,-0.69,41.81,250.13,-28.17
-0.1,0.4,-0.66,21.41,225.09,109.71
-1.44,0.8,0.56,-26.78,82.22,139.55
-2,0.45,0.61,5.1,-143.54,81.6
-1.88,0.59,-1.74,182.21,-109.06,-5.6
-0.49,1.42,-1.89,-219.76,211.18,-79.5
2,0.79,2,-51.58,-164.63,-40.61
2,2,2,-144.6,250.13,-40.63
2,2,-0.25,-5.31,68.53,250.13
-0.55,2,0.68,33.61,-32.66,250.13
0.23,2,-0.24,-65.74,169.62,250.13
-1.42,2,-0.43,-107.16,198.02,250.13
-1.35,1.71,-0.8,-99.69,215.4,250.13
-2,0.24,-0.59,-45.58,157.52,230.82
-2,0.22,-0.35,-14.57,69.85,132.46
-1.64,0.55,-0.18,-88.79,47.41,43.11
-0.43,-0.01,0.27,-69.3,46.96,22.98
-0.93,-0.12,0.26,-41.77,45.64,4.85
-2,-0.15,-0.32,-17.53,-106.63,0.15
-0.78,-0.17,-0.06,-40.5,-128.26,-19
-0.31,-0.75,-0.22,-41.65,-69.08,-112.44
-0.85,-0.25,-0.32,-22.94,-25.94,-201.4
-1.1,0.43,-1.16,11.78,-69.1,-250.14
-1.4,2,-1.85,64.6,-139.8,-250.14
-2,2,-0.31,44.6,-101.4,-250.14
-0.62,2,-1.04,80.92,-54.99,-250.14
-0.29,2,-0.51,30.13,-66.23,-250.14
0.36,2,0.3,80.72,-171.44,-250.14
1.41,1.51,-0.35,56.41,-169.12,-210.02
2,0.49,-0.99,-1.14,-134.4,-37.12
2,-1.19,-0.06,-8.84,-44.64,40.66
2,-0.07,0.07,-53.34,204.03,5.18
1,0.18,-0.63,16,224.78,65.69
-0.81,0.24,-0.35,7.72,125.93,160.71
-1.44,0.35,0.61,-9.23,-6.73,157.16
-2,0.5,0.2,63.4,-123.79,117.49
-1.66,1.06,-1.27,157.12,58.55,-74.62
-0.02,-0.12,1.78,-213.77,250.13,-109.31
-2,-0.94,-2,250.13,-21.95,57.81
0.89,2,-2,250.13,44.73,44.08
1.94,1.94,-1.7,-25.63,111.1,250.13
-0.28,2,-0.61,-9.97,62.75,250.13
-1.06,2,-0.25,-95.52,147.7,250.13
-1.75,2,-0.38,-118.61,184.22,250.13
-1.67,0.74,-0.41,-113.31,230.75,250.13
-2,-0.12,-0.67,-48.53,151.12,165.21
-2,0.01,-0.11,-64.51,33.79,74.03
-1.36,0.13,-0.46,-64.35,-54.63,22.04
-0.04,0.1,0.42,-57.16,-27.5,-2.54
-2,-0.32,-0.24,-20.5,-86.12,-22.34
-1.27,-0.36,-0.53,-25.78,-158.08,-45.6
-0.39,-0.41,-0.01,-32.8,-126.1,-142.55
-0.46,0.14,-0.04,-30.69,-84.37,-206.34
-0.25,0.79,0,-8.58,-1.41,-250.14
-0.7,2,-0.15,-6.26,-20.6,-250.14
-2,2,-0.49,-17.3,-20.66,-250.14
-0.68,2,-0.74,58.71,-17.5,-250.14
-0.61,2,-0.28,45.61,-67.89,-250.14
-0.13,1.93,0.05,116.8,-185.18,-250.14
0.78,1.67,-0.39,59.31,-148.69,-140.2
2,0.62,-0.61,-4.83,-152.51,-71.23
2,-0.87,-0.35,-30.23,-30.41,12.76
2,0.18,-0.83,-6.21,228.36,31.23
2,0.47,-0.17,-23.91,250.13,56.49
-0.22,0.4,-0.37,-5.13,248.68,103
-1.95,0.26,-0.14,1.6,77.26,120.22
-2,-0.01,-0.67,113.6,-46.34,67.87
-2,1.8,-2,-161.21,-15.59,-108.87
2,-1.87,2,236.76,-230.33,75.69
2,0.31,-2,63.03,142.1,140.72
2,2,-2,-59.45,67.89,126.83
-1.48,1.74,0.3,-61.83,109.13,250.13
0.1,2,-0.53,-19.35,9.92,250.13
-0.9,2,-0.01,-102.56,84.08,250.13
-0.99,2,-0.29,-129.64,148.05,250.13
-1.17,1.17,-0.43,-135.44,228.44,250.13
-2,0.38,-0.49,-69.73,145.15,209.97
-2,0.24,-0.34,-68.89,70.88,119.27
-1.59,-0.05,-0.55,-73.5,-12.18,59.44
-1.05,-0.25,0.22,-68.89,13.95,18.73
-2,-0.94,-0.11,-10.28,-161.92,-19.76
-0.92,-0.13,-0.62,-25.57,-231.11,-75.51
0.03,0.05,0.1,-41.83,-139.47,-148.7
-0.14,0.03,-0.14,-45.94,-57.93,-179.53
-0.6,0.03,-0.46,20.88,-5.82,-240.24
-1.23,2,-0.01,38.47,-97.13,-250.14
-2,2,-0.93,73.19,-112.59,-250.14
-0.32,2,-0.54,71.73,-27.75,-250.14
-1.28,2,-0.4,81.83,-123.83,-250.14
-0.03,2,-0.26,134.05,-233.9,-250.14
1.13,2,-0.7,74.7,-174.75,-189.82
2,1.01,-0.82,-40.76,-61.97,-90.2
2,-0.83,0.15,-16.24,-4.18,14.89
2,-0.02,-0.32,-78.15,250.13,41.71
1.12,0.12,-0.53,-7.98,250.13,90
-1.41,0.48,0.12,-9.46,151.44,172.69
-2,0.77,0.44,-3.35,9.88,135.82
-2,1.11,-2,169.06,-57.78,-20.24
-0.05,-0.07,2,-250.14,250.13,-160.86
-2,-1.33,-2,250.13,35.78,64.64
1.28,2,-2,184.15,-19.34,77.02
0.24,2,0.71,-23.63,60.85,250.13
0.39,2,-0.92,-11.56,29.19,250.13
-1.48,2,-0.12,-120.1,121.56,250.13
-1.65,2,-0.13,-118.82,89,250.13
-0.84,1.31,-0.4,-124.24,152.16,250.13
-2,0.29,-0.35,-49.84,81.85,244.34
-2,0.1,-0.07,-32.65,-14.26,124.2
-1.21,0.2,-0.2,-60.72,-22.2,51.65
0.01,0.03,0.48,-82.3,64.5,10.1
-1.46,-0.25,0.19,-57.56,20.06,-16.4
-1.49,-0.21,-0.36,-41.28,-65.58,-48.94
-0.95,-0.3,-0.41,-41.26,-100.89,-85.47
-1.03,-0.56,-0.39,-24.35,-136.67,-131.93
-0.78,0.02,-0.45,-15.08,-105.69,-206.15
-0.77,1.01,-2,31.82,-89.99,-250.14
-1.95,2,0.92,51.88,-44.1,-250.14
-1.69,2,-0.35,35.43,4.92,-250.14
0.06,2,-0.21,33.08,38.2,-250.14
0.07,2,0.31,64.63,-72.83,-250.14
0.52,2,0.04,73.42,-127.66,-199.61
1.46,1.15,-0.5,5.09,-95.29,-98.68
2,-0.02,-0.39,-20.22,-46.61,-61.32
2,-0.04,-0.1,23.56,178.57,57.34
2,-0.12,-0.25,-18.66,229.22,-11.22
0.54,-0.03,-0.94,23.05,162.21,107.21
-1.22,0.48,-0.22,-28.13,139.41,130.16
-2,0.43,0.22,50.81,-32.15,98.4
-2,1.51,-2,-26.97,-13.08,-49.24
2,0.53,2,-25.89,-221.73,-45.44
2,-0.04,2,-37.11,185.37,-78.4
2,1.88,0.06,-5.91,66.41,250.13
-0.91,2,0.25,-18.37,18.73,250.13
-0.38,2,-0.37,-61.47,73.27,250.13
-1.69,2,-0.05,-117.21,99.83,250.13
-1.14,2,-0.51,-141.76,129.85,250.13
-1.92,0.4,-0.43,-81.45,87.66,250.13
-1.81,0.44,-0.13,-42.75,144.08,175.34
-2,-0.11,-0.34,-79.36,131.71,83.11
-1.21,-0.14,-0.13,-76.51,-7.4,12.75
-2,-0.36,0.08,-36.19,-64.98,-22.56
-2,-0.75,-0.48,15.48,-235.71,-52.97
-0.44,-0.07,-0.29,-10.45,-203.13,-127.17
-0.05,-0.06,0.03,-17.91,-113.78,-198.42
-0.29,0.29,-0.09,-28.98,3.32,-250.14
-0.58,0.53,-0.6,50.7,47.86,-250.14
-2,2,0.77,67.35,-22.15,-250.14
-2,2,-0.7,76.81,-6.27,-250.14
-0.29,2,-1.17,108.24,-129.31,-250.14
-0.47,2,-0.07,86.79,-172.87,-250.14
0.45,1.81,-0.11,104.47,-238.4,-232.27
2,1.19,-0.73,8.05,-121.94,-104.4
2,-0.26,-0.3,-31.76,-81.75,-29.74
2,-0.39,-0.26,45.85,61.78,74.6
2,0.17,0.15,-102.16,250.13,25.4
0.38,0.2,-0.42,29.91,200.2,137.93
-1.23,0.29,-0.39,-4.23,144.89,178.82
-2,0.73,0.18,15.37,-33.53,128.08
-1.97,1.41,-2,72.6,2.78,4.11
-0.73,0.21,0.26,-235.91,169.53,-94.53
2,0.03,2,-111.77,109.27,-40.99
0.86,2,2,215.13,228.82,-197.92
2,-0.08,0.23,-41.78,111.47,250.13
-1.11,2,-0.41,33.18,-17.94,250.13
-1.07,2,-0.29,-128.18,157.54,250.13
-1.6,2,-0.01,-162.06,171.41,250.13
-2,0.92,-0.45,-145.56,220.2,250.13
-2,-0.22,-0.74,-71.58,154.11,201.17
-2,0.2,-0.36,-76.86,71.36,96.38
-1.57,-0.02,-0.26,-88.71,29.37,26.01
-0.96,-0.16,0.15,-70.02,16.2,2.12
-2,-0.78,-0.29,6.04,-160.97,-20.31
-1.39,-0.54,-0.83,16.42,-250.14,-65.29
0.11,-0.13,0.04,-12.27,-193.46,-158.06
-0.03,0.16,-0.17,-33.69,-75.5,-209.94
-0.67,0.35,-0.69,14.34,17.17,-250.14
-1.57,2,-0.08,40.44,-43.99,-250.14
-2,2,-0.96,48.02,-54.69,-250.14
-0.76,2,-0.72,86.72,-33.69,-250.14
-1.98,2,-0.37,109.62,-179.69,-250.14
-0.12,2,-0.29,144.7,-250.14,-250.14
1.37,2,-0.59,67.63,-200.69,-186.3
2,0.66,-0.56,-8.26,-129.6,-104.21
2,-0.54,-0.09,-1.08,-52.61,1.53
2,0.83,-1.04,-111.44,250.13,7.26
1.03,0,-0.04,-85.23,250.13,93.69
-1.21,-0.03,-0.32,10.15,180.76,157.64
-1.74,0.18,0.05,20.91,4.15,133.33
-2,0.79,-1.26,97.82,-122.4,71.38
-1.32,1.08,-2,-158.64,179.08,-144.28
1.01,0.29,2,-56.42,-71.66,-49.08
2,1.37,2,137.96,135.85,-36.02
1.31,1.77,1.67,-98.05,68.6,250.13
-2,2,-0.15,45.54,-67.5,250.13
0.39,2,-0.06,-48.24,62.69,250.13
-1.56,2,0.29,-131.69,142.58,250.13
-0.49,2,-0.75,-173.15,227.77,250.13
-2,0.53,-0.7,-146.15,166.49,250.13
-2,-0.16,-0.12,-25.68,35.3,186.07
-2,0.11,-0.1,-50.58,-16.05,111.11
-0.5,0.14,-0.07,-60.62,-6.31,47.07
-0.87,-0.1,0.29,-84.08,112.02,0.7
-2,-0.91,-0.17,-32.16,-45.46,-13.85
-1.41,-0.5,-0.55,-12.49,-158.27,-74.01
-0.73,-0.47,-0.34,4.77,-151.48,-142.97
-0.71,-0.07,-0.73,3.69,-104.68,-208.73
-0.86,1.4,-1.16,45.75,-141.85,-250.14
-2,2,0.95,70.01,-74.63,-250.14
-0.38,2,0.03,4.48,70.18,-250.14
-1.42,2,-0.31,53.11,75.3,-250.14
-0.88,2,-0.17,100.03,-135.73,-250.14
0.23,2,-0.35,112.56,-189.86,-250.14
2,1.39,-0.75,12.53,-79.95,-103.72
2,-0.15,-0.66,-1.95,-111.32,22.59
2,-0.52,-0.04,-81.35,159.7,43.41
2,0.19,-0.54,0.76,250.13,-0.91
0.02,0.14,-0.76,18.54,239.44,88.42
-1.24,0.3,-0.1,2.18,169.74,129.64
-1.76,0.51,0,26.69,15.3,154.48
-2,0.61,-1.07,83.55,-117.53,73.72
-1.72,0.83,-2,-80.86,40.69,-116.98
2,-0.11,2,124.48,-248.66,165.34
1.2,0.53,-2,155.93,250.13,250.13
2,2,-2,-97.55,-67.59,101.27
-0.07,1.96,-0.4,-45.21,42.79,250.13
-0.06,2,-0.58,-49.88,74.24,250.13
-1.48,2,-0.42,-142.69,152.39,250.13
-1.95,1.73,-0.45,-177.24,227.9,250.13
-2,-0.3,-0.55,-84.66,141.14,244.4
-2,-0.02,-0.41,-49,58.7,136.4
-2,0,-0.26,-71.39,-8.15,42.89
-0.63,-0.14,0.4,-44.52,-92.24,10.67
-0.81,0.06,0.33,-18.85,-99.88,-2.36
-1.05,-0.14,-0.12,-21.37,-74.02,-8.76
-0.51,-0.5,0.13,-55.15,-32.09,-84.76
-0.95,-0.59,-0.11,-50.15,-26.43,-149.44
-1.06,-0.03,-0.31,-28.02,-32.01,-220.4
-1.34,0.31,-1.01,55.04,-67.88,-250.14
-2,2,-0.07,66.02,-176.56,-250.14
-2,2,-0.76,61.89,-99.69,-250.14
-0.69,2,-0.94,78.66,-49.7,-250.14
-0.74,2,-0.63,64.57,-130.37,-250.14
0.29,2,-0.4,132.21,-210.73,-250.14
1.68,1.89,-0.77,42.46,-122.52,-170.99
2,0.25,-0.41,-8.73,-110.63,5.69
2,-1,0.25,-102.95,142.69,72.76
2,-0.05,-0.14,-38.78,250.13,-21.27
-0.21,0.13,-0.35,26.58,156.69,109.48
-0.85,0.43,-0.06,6.09,116.66,147.71
-0.95,0.63,0.17,16.34,-5.93,137.53
-1.41,0.55,-1,63.33,-2.59,75.85
-1.77,0.73,-2,-111.29,198.1,-105.64
1.4,2,2,-159.53,-250.14,10.98
2,2,-0.26,-104.24,175.85,-218.08
2,1.12,0.3,-188.15,208.64,250.13
-2,2,0.31,14.33,-23.84,250.13
-0.08,2,-0.58,-33.99,7.57,250.13
-1.5,2,0.09,-133.82,105.08,250.13
-0.88,2,-0.49,-156.6,113.5,250.13
-1.39,0.64,-0.82,-128.42,125.18,250.13
-2,-0.03,-0.11,-32.98,-6.73,230.75
-2,-0.35,-0.02,20.95,-153.25,154.17
-0.54,0.19,0.12,-20.78,-92.61,45.72
-0.08,0.13,0.69,-94.85,106.47,2.68
-2,-0.86,-0.06,-84.35,84.93,-52.39
-1.82,-0.79,-0.3,-55.42,-47.73,-114.55
-0.95,-0.4,-0.3,-6.24,-148.22,-185.13
-0.66,0.32,-0.54,5.52,-132.37,-241.57
-0.59,1.64,-1.74,26.88,-110.26,-250.14
-2,2,1.18,62.21,-55.53,-250.14
-1.4,2,-0.31,23.69,58.97,-250.14
-1.59,2,-0.78,63.11,-16.11,-250.14
-0.41,2,-0.35,94.04,-129.67,-250.14
0.36,2,-0.24,110.63,-163.83,-241.8
1.84,1.39,-0.47,-9.4,-19.97,-117.03
2,0.08,-0.55,-13.47,-80.73,-12.18
2,-0.76,-0.22,-5.69,6.63,75.11
2,0.18,-0.21,-52.37,250.13,20.3
0.63,0.37,-0.71,1.39,250.13,79.11
-1.09,0.36,0.06,14.4,140.66,160.98
-2,0.47,0.25,7.4,-7.65,124.98
-2,0.27,-0.79,133.82,-214.69,98.58
-1.56,1.03,-2,42.25,74.27,-79.61
-0.61,1.18,2,-88.77,-250.14,143.37
2,2,-2,6.4,151.03,-69.6
2,2,-0.44,-146.68,194.66,250.13
-2,2,-0.02,-17.28,54.53,250.13
0.35,2,-0.51,-9.58,65.4,250.13
-2,2,-0.07,-135.65,162.51,250.13
-1.32,2,-0.62,-151.59,112.63,250.13
-1.27,0.34,-0.59,-131.47,111.54,250.13
-2,0.32,-0.34,-50.32,97.53,205.17
-2,-0.42,0.21,-47.05,-3.28,112.91
-0.85,-0.18,-0.19,-44.08,-73.15,12.98
-0.28,0.08,0.64,-82.86,69.95,-4.42
-2,-0.79,-0.06,-49.02,-14.8,-41.17
-1.24,-0.56,-0.28,-41.82,-95.98,-105.61
-0.55,-0.31,0,-31.06,-105.71,-177.28
-0.47,0.27,-0.11,-28.4,-79.66,-229.96
-0.81,1.21,-2,14.89,-37.02,-250.14
-2,2,0.85,42.08,-53.51,-250.14
-2,2,-0.75,25.97,-7.18,-250.14
-1.07,2,-0.69,61.76,-28.66,-250.14
-0.82,2,-0.27,63.39,-99.47,-250.14
0.29,1.82,-0.05,116.05,-187.59,-237.44
1.58,1.35,-0.45,38.58,-66.75,-111.53
2,0.48,-0.5,-1.99,-72.17,1.21
2,-0.73,-0.24,-27.83,8.66,72.76
2,0.19,0.35,-74.16,250.13,2.82
0.42,0.21,-0.7,6.27,216.06,49.78
-1.16,0.29,-0.12,38.34,113.73,131.51
-1.9,0.54,-0.07,12.85,34.85,103.95
-1.71,0.49,-0.73,79.24,-117.72,76.33
-1.19,0.67,-0.95,8.91,90.19,-50.36
-0.26,-0.27,0.53,-158.69,2.23,33.15
2,0.77,2,2.8,-93.62,33.98
2,2,2,-232.46,250.13,-132.99
2,1.34,2,-250.14,188.33,250.13
-2,1,0.48,-11.38,55.5,250.13
-2,2,-1.45,-98.97,125.98,250.13
-2,2,-0.3,-126.28,121.33,250.13
-0.94,2,-0.55,-168.49,175.56,250.13
-2,-0.25,-0.48,-86.32,58.99,250.13
-1.94,-0.07,0.14,-20.58,-30.85,146.46
-1.55,0.01,0.07,-58.95,6.35,67.14
-0.23,0.31,0.27,-56.94,-10.12,14.5
-0.97,-0.17,0.32,-91.51,116.91,-5.65
-1.62,-0.63,-0.28,-85.04,59.21,-32.99
-1.12,-0.75,-0.13,-63.83,-8.54,-119.85
-1.06,-0.45,-0.32,-23.83,-93.41,-152.87
-0.64,-0.16,-0.51,40.13,-93.02,-198.36
-1.23,2,-0.54,51.16,-250.14,-250.14
-2,2,-0.35,92.76,-73.19,-250.14
-0.45,2,-0.27,52.08,34.24,-250.14
-1.75,2,-0.29,104.37,-15.35,-250.14
-0.96,2,-0.31,116.97,-178.06,-250.14
0.41,2,-0.48,159.03,-250.14,-218.66
1.95,1.72,-0.68,33.34,-105.15,-103.57
2,0.36,-0.48,-25.88,-103.45,-22.69
2,-0.5,-0.25,-114.12,250.13,33.24
1.98,-0.53,0.29,-25.22,250.13,-23.5
-0.74,-0.3,-0.23,72.46,166.89,83.11
-1.31,0.3,-0.79,70.89,34.4,92.63
-1.74,0.34,-0.41,58.29,-0.08,64.57
-1.25,0.94,-2,-28.39,65.62,-33.23
-2,-0.36,2,-87.44,-250.14,19.29
2,2,2,12.66,162.9,-249.47
1.8,0.61,1.54,-143.28,250.13,250.13
-2,2,-0.51,-2.72,21.26,250.13
-0.81,2,-0.26,-57.73,17.05,250.13
-1.23,2,-0.03,-115.51,69.69,250.13
-1.31,2,-0.6,-136.07,60.2,250.13
-0.81,1.12,-0.79,-141.79,99.62,250.13
-2,0.24,-0.18,-82.45,55.54,250.13
-2,-0.32,0.36,-7.82,-54.89,182.6
-0.98,-0.06,-0.2,-33.11,-51.5,72.75
0.28,0.35,0.6,-83.33,106.29,25.94
-2,-0.66,-0.16,-74.17,70.02,-21.82
-2,-1.03,-0.56,-18.08,-140.82,-69.73
-0.51,-0.33,-0.03,3.76,-175.71,-166.17
-0.4,0.31,-0.18,-11.4,-93.21,-228.73
-0.63,1.34,-1.74,-17.44,-12.84,-250.14
-2,2,0.36,9.28,-54.8,-250.14
-1.15,2,-0.52,-10.3,26.27,-250.14
-0.96,2,-0.47,52.37,90.98,-250.14
-1.4,2,-0.38,88.63,-44.4,-250.14
-0.17,1.94,0.02,156.38,-165.57,-250.14
1.07,1.98,-0.61,77.98,-122.83,-176.21
2,0.55,-0.23,3.31,-204.49,-100.6
2,-0.83,-0.19,40.42,-59.92,31.92
2,0.33,-0.5,-104.94,250.13,-9.73
0.72,0.12,-0.77,-9.84,250.13,80.29
-1.39,0.1,0.3,20.2,56.98,187.44
-2,0.45,0.42,60.69,-120.33,65.04
-1.94,0.85,-1.67,112.7,-154.47,-7.26
-0.02,0.66,1.41,-201.78,174.79,-31.78
-2,-1.28,-2,250.13,-54.69,62.2
1.24,2,-0.91,250.13,219.09,-191.76
1.53,0.92,-0.25,-32.21,19.95,250.13
-0.7,2,-0.38,60.6,-39.47,250.13
-0.84,2,-0.18,-111.1,127.52,250.13
-1.77,2,0.14,-121.6,124.93,250.13
-0.21,2,-0.78,-175.72,221.69,250.13
-2,0.49,-0.63,-143.25,173.58,250.13
-2,-0.48,-0.3,-33.72,7.83,182.89
-1.98,-0.08,-0.28,-39.27,-34.14,110.58
-0.58,-0.18,0.38,-58.82,1.57,33.2
-0.81,-0.43,0.41,-71.68,51.98,2.92
-1.93,-0.62,-0.32,-50.26,-16.73,-57.29
-1.21,-0.4,-0.28,-25.21,-115.72,-102.21
-0.69,-0.36,-0.19,-3.72,-138.06,-146.95
-0.46,0,-0.32,-9.1,-108.53,-199.22
-0.56,0.55,-1.18,36.48,-41.16,-250.14
-1.57,2,0.64,46.22,-50.82,-250.14
-2,2,-0.69,34.31,-20.27,-250.14
-1.02,2,-0.61,95.48,19.43,-250.14
-1.23,2,-0.41,91.1,-70.17,-250.14
-0.17,2,-0.36,163.44,-177.9,-250.14
0.81,1.75,-0.39,77.35,-158.2,-123.38
2,0.77,-0.41,-10.79,-114.32,-17.85
2,-0.69,0.16,-63.24,27.56,81.87
2,-0.15,0.37,-54.64,250.13,-4.45
0.62,0.14,-0.76,22.34,218.47,52.66
